human_label	avg_label_score	orig_text	processed_text	perception_scores
1	1.0	The JJPH ADMIN SEARCH will start on Friday!!! How excited are you?	the jjph admin search will start on friday how excited are you	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Maud and Roland's search for an unknowable past makes for a haunting literary detective story , but LaBute pulls off a neater trick in Possession : He makes language sexy .	maud and roland's search for an unknowable past makes for a haunting literary detective story but labute pulls off a neater trick in possession : he makes language sexy	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	It's a charming and often affecting journey .	it's a charming and often affecting journey	0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Far more imaginative and ambitious than the trivial , cash-in features Nickelodeon has made from its other animated TV series .	far more imaginative and ambitious than the trivial cash-in features nickelodeon has made from its other animated tv series	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	A rarity among recent Iranian films : It's a comedy full of gentle humor that chides the absurdity of its protagonist's plight .	a rarity among recent iranian films : it's a comedy full of gentle humor that chides the absurdity of its protagonist's plight	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	A warm , funny , engaging film .	a warm funny engaging film	0.0 0.0 0.0 0.0 0.0
1	1.0	A regular `<img src="URL" />` worked for me, but it was an image that I hosted off-site. That doesn't work for you?	a regular `<img src=url />` worked for me but it was an image that i hosted off-site that doesn't work for you	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Thanks for the referrence.  Do you have any other response to the Bozo who doubts notability?	thanks for the referrence do you have any other response to the bozo who doubts notability	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	Compare the two. How is the first in anyway superior to the second?	compare the two how is the first in anyway superior to the second	0.0 0.0 0.0 0.3333 0.0 0.0 0.3333 0.6667 0.6667 0.3333 0.3333 0.3333 0.3333
1	1.0	I'm sorry I'm not sure do I understand you. Are you looking for something like [OSSTMM](http://www.isecom.org/osstmm/) or the software which would support logistics / management side of the pentesting project?	i'm sorry i'm not sure do i understand you are you looking for something like [osstmm](http://wwwisecomorg/osstmm/) or the software which would support logistics / management side of the pentesting project	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Where are you using this code? Have you tried `theme_get_setting('logo_path', 'THEME_NAME')`, replacing THEME_NAME with the name of your theme?	where are you using this code have you tried `theme_get_setting('logo_path' 'theme_name')` replacing theme_name with the name of your theme	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Doing a redundant `atoi` after you just did `strtol` is probably the most twisted insult to the proper use of string-to-int conversion functions in C one can come up with. Why do you see the need to "re-convert" the value using the broken function `atoi` when you already have it as `val` from a proper function `strtol`?	doing a redundant `atoi` after you just did `strtol` is probably the most twisted insult to the proper use of string-to-int conversion functions in c one can come up with why do you see the need to re-convert the value using the broken function `atoi` when you already have it as `val` from a proper function `strtol`	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Please ruin this party, @NSWRL. #origin #blues	please ruin this party @nswrl #origin #blues	0.0 0.3333 0.0 0.0 0.0 0.0 0.0
1	1.0	A deep and meaningful film .	a deep and meaningful film	0.0 0.0 0.0 0.0 0.0
1	1.0	The code you've posted works fine for me.  Are you doing something like `get_simps(get_simps(20))`?	the code you've posted works fine for me are you doing something like `get_simps(get_simps(20))`	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	My Big Fat Greek Wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor .	my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	A fast , funny , highly enjoyable movie .	a fast funny highly enjoyable movie	0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	A poignant , artfully crafted meditation on mortality .	a poignant artfully crafted meditation on mortality	0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	I am sorry that I was unable to get the full brunt of the comedy .	i am sorry that i was unable to get the full brunt of the comedy	0.0 0.0 0.3333 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	A delectable and intriguing thriller filled with surprises , Read My Lips is an original .	a delectable and intriguing thriller filled with surprises read my lips is an original	0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	With Rabbit-Proof Fence , Noyce has tailored an epic tale into a lean , economical movie .	with rabbit-proof fence noyce has tailored an epic tale into a lean economical movie	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Mother Nature dropping mad beats out there this morning. Just wish they wouldn't shake my shower stall while I'm standing there naked.	mother nature dropping mad beats out there this morning just wish they wouldn't shake my shower stall while i'm standing there naked	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0
1	1.0	Good morning and happy Tuesday! I hope you have a terrific day! Enjoy it tons	good morning and happy tuesday i hope you have a terrific day enjoy it tons	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	Ramsay , as in Ratcatcher , remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid .	ramsay as in ratcatcher remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	It takes talent to make a lifeless movie about the most heinous man who ever lived .	it takes talent to make a lifeless movie about the most heinous man who ever lived	0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0
1	1.0	The lower your expectations , the more you'll enjoy it .	the lower your expectations the more you'll enjoy it	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	This piece of Channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast .	this piece of channel 5 grade trash is quite frankly an insult to the intelligence of the true genre enthusiast	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Thanks, I think Angel Mendez will be a good story for the portal. What do you think?	thanks i think angel mendez will be a good story for the portal what do you think	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	A literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002 .	a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.3333 0.0 0.0 0.0 0.6667 0.6667 0.0 0.0
0	1.0	Excessive , profane , packed with cartoonish violence and comic-strip characters .	excessive profane packed with cartoonish violence and comic-strip characters	0.6667 0.6667 0.0 0.0 0.0 0.6667 0.0 0.0 0.0
1	1.0	Thanks! How much batter do you use for each shell?	thanks how much batter do you use for each shell	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Preaches to two completely different choirs at the same time , which is a pretty amazing accomplishment .	preaches to two completely different choirs at the same time which is a pretty amazing accomplishment	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	What an interesting idea. I'll ponder it more. Have you ever seen this done for real?	what an interesting idea i'll ponder it more have you ever seen this done for real	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	There are simply too many ideas floating around -- part farce , part Sliding Doors , part pop video -- and yet failing to exploit them .	there are simply too many ideas floating around -- part farce part sliding doors part pop video -- and yet failing to exploit them	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.3333 0.0
1	1.0	Sounds interesting. Could people keep me in the loop as well?	sounds interesting could people keep me in the loop as well	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Quite possibly the worst anthems I've ever heard in pro sports by both singers. I wish I was deaf. #ASG2017 #mlb #MLBAllStarGame	quite possibly the worst anthems i've ever heard in pro sports by both singers i wish i was deaf #asg2017 #mlb #mlballstargame	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0
1	1.0	Instead of hiding Pinocchio from critics , Miramax should have hidden it from everyone .	instead of hiding pinocchio from critics miramax should have hidden it from everyone	0.0 0.0 0.3333 0.0 0.0 0.3333 0.0 0.0 0.0 0.3333 0.0 0.0 0.0
0	1.0	@FreeBeacon Shows how desperate the Dems are. They always ignore facts and hurl scare tactics.	@freebeacon shows how desperate the dems are they always ignore facts and hurl scare tactics	0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333
0	1.0	Whenever I turn on the radio and hear Bob Dylan's Knocking on Heaven's Door being played, I assume he's died. #relieved #notyet #someday	whenever i turn on the radio and hear bob dylan's knocking on heaven's door being played i assume he's died #relieved #notyet #someday	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.6667 0.3333 0.3333 0.0 0.0 0.0
1	1.0	It provides an honest look at a community striving to anchor itself in new grounds .	it provides an honest look at a community striving to anchor itself in new grounds	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	&#128514;&#128514;&#128514; &#8220;@snapbackBLAC: i seen a thot ass bitch in some high top whites&#8221;	&#128514&#128514&#128514 &#8220@snapbackblac: i seen a thot ass bitch in some high top whites&#8221	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Please edit your question and explain what isn't working. What errors are you seeing, or how isn't it working as you expect?	please edit your question and explain what isn't working what errors are you seeing or how isn't it working as you expect	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Yes, this is a nice illustration. I'd love to have a look of the code; is it possible for you to mail it to me?	yes this is a nice illustration i'd love to have a look of the code is it possible for you to mail it to me	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Won't be watching ESPN anymore, they took Robert Lee off because of HIS name, PC Police, what insanity! more #hatred #bigots #LeftwingNutJob	won't be watching espn anymore they took robert lee off because of his name pc police what insanity more #hatred #bigots #leftwingnutjob	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0
1	1.0	A rewarding work of art for only the most patient and challenge-hungry moviegoers .	a rewarding work of art for only the most patient and challenge-hungry moviegoers	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@Emtucifor: My point is simply that if you're going to clutch your pearls this tight and go all " _O tempora o mores!_ " on us, it's more convincing if you yourself don't exemplify the decline of standards you are bemoaning.  If you don't hold yourself to a standard of perfection, then what could possibly be the point of your question?	@emtucifor: my point is simply that if you're going to clutch your pearls this tight and go all _o tempora o mores_ on us it's more convincing if you yourself don't exemplify the decline of standards you are bemoaning if you don't hold yourself to a standard of perfection then what could possibly be the point of your question	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@JackRuff4 They have this horrible pudding here. Butterscotch pudding on Mondays, it's dreadful. #Fringe	@jackruff4 they have this horrible pudding here butterscotch pudding on mondays it's dreadful #fringe	0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333
1	1.0	#10ThingsThatGetsOnMyNerves Needy hoes, ratchet Hoes, sideline hoes, Beggin' hoes, dumb hoes, looking for love on Facebook hoes..	#10thingsthatgetsonmynerves needy hoes ratchet hoes sideline hoes beggin' hoes dumb hoes looking for love on facebook hoes	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	I have never seen anything which says that warning levels should begin anew each day. <url> says that warning templates "are listed at right in order of severity, but need not be used in succession." If there is another policy somewhere, could you show it to me?	i have never seen anything which says that warning levels should begin anew each day <url> says that warning templates are listed at right in order of severity but need not be used in succession if there is another policy somewhere could you show it to me	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@OptimusOdd mine will say "the intimidator" &#128514;&#128514; cause bitches can't handle it.&#128514;	@optimusodd mine will say the intimidator &#128514&#128514 cause bitches can't handle it&#128514	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	Still #devastated and #sad #Tariq's #TariqLive channel is no more and #ProfessorBlackTruth as well. #YouTubeFAIL #EpicFAIL! #TariqNasheed	still #devastated and #sad #tariq's #tariqlive channel is no more and #professorblacktruth as well #youtubefail #epicfail #tariqnasheed	0.0 0.3333 0.0 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	&#8220;@BasedChasen: Grandmas always b asking you "Do you have a girlfriend???" No....I got hoes tf you mean&#8221; real shit.	&#8220@basedchasen: grandmas always b asking you do you have a girlfriend noi got hoes tf you mean&#8221 real shit	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	I was at the library today looking through the back issues of ''Mojo'' and found a career-spanning Chili Peppers article from 2004. I read most of it, but I can go back next week and cite from it. Is there anything you want me to look for?	i was at the library today looking through the back issues of ''mojo'' and found a career-spanning chili peppers article from 2004 i read most of it but i can go back next week and cite from it is there anything you want me to look for	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	How do you photoshop yourself and still be ugly? That's like cheating on test and still failing... Be ashamed bitch!	how do you photoshop yourself and still be ugly that's like cheating on test and still failing be ashamed bitch	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.3333 0.0 0.3333 0.0
1	1.0	I went to jail for a flock, &amp; came home wit a strike.. You went to jail as a bitch, came home as a dike- @YG	i went to jail for a flock &amp came home wit a strike you went to jail as a bitch came home as a dike- @yg	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	I'm soooo annoyed. Wait to start my morning.	i'm soooo annoyed wait to start my morning	0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0
1	1.0	@Colin Fine: I think it's a good example, especially for the use case described. Could you please add your comment as an answer?	@colin fine: i think it's a good example especially for the use case described could you please add your comment as an answer	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Paul Ehrlich said that humanity is a threat to all life. Such great news to start the day. If I could blush I would.	paul ehrlich said that humanity is a threat to all life such great news to start the day if i could blush i would	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	More important than how they work is how to shut them down.  Any tips on what the recipient of such a message should do?	more important than how they work is how to shut them down any tips on what the recipient of such a message should do	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	It's a remarkably solid and subtly satirical tour de force .	it's a remarkably solid and subtly satirical tour de force	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Listen, the reason I put those signs in the code 'break-clear' is because the arrangement of the blocks is ''off-key'', at least when looking through IE or Mozilla. Why are you taking them off?	listen the reason i put those signs in the code 'break-clear' is because the arrangement of the blocks is ''off-key'' at least when looking through ie or mozilla why are you taking them off	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	I was about to participate in the Afd on Wooster Greeks.  You've reverted yourself and re-closed it?	i was about to participate in the afd on wooster greeks you've reverted yourself and re-closed it	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333
1	1.0	I've clarified the question, thanks ax. @runrunraygun: What is a community wiki?	i've clarified the question thanks ax @runrunraygun: what is a community wiki	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Bruh. Sasuke and Sakuras daughter gonna be a bad Uchiha bitch	bruh sasuke and sakuras daughter gonna be a bad uchiha bitch	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	An entertaining , colorful , action-filled crime story with an intimate heart .	an entertaining colorful action-filled crime story with an intimate heart	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	I would go and say, "I can't find any problem. Are you sure it's not the user?"	i would go and say i can't find any problem are you sure it's not the user	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	RT @cocaLove_: bitch be working and keep singing like she ain't never bust a move &#128539;	rt @cocalove_: bitch be working and keep singing like she ain't never bust a move &#128539	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	&#8220;@sabdaddyy: Shine on them hoes http://t.co/xOurnvvaYP&#8221; look at my baby daddy	&#8220@sabdaddyy: shine on them hoes http://tco/xournvvayp&#8221 look at my baby daddy	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Good Morning to you hoes and pimps.	good morning to you hoes and pimps	0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@ToulaBaby faggot is a public spectacle. most gays are not fags. public display gets public opinion.	@toulababy faggot is a public spectacle most gays are not fags public display gets public opinion	0.0 0.3333 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	...just vandalized my page again. What level warning is appropriate?	just vandalized my page again what level warning is appropriate	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0
0	1.0	If you sit back, watch &amp; listen to every .@TheDemocrats &amp; .@DNC member, you'll quickly learn it's #Victimhood, #racism, &amp; #hatred. I'm #WOKE	if you sit back watch &amp listen to every @thedemocrats &amp @dnc member you'll quickly learn it's #victimhood #racism &amp #hatred i'm #woke	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.6667 0.0 0.3333
1	1.0	What do you mean they are not related to the scope of <url>? Like which articles?	what do you mean they are not related to the scope of <url> like which articles	0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.0 0.0 0.0
1	1.0	O, the melancholy Catacombs quickly wandered about the Rue Morgue, Madman!	o the melancholy catacombs quickly wandered about the rue morgue madman	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	Each and every time I log on to that website to view the Lindsey Vonn pics I am #saddened by the courseness of our culture.	each and every time i log on to that website to view the lindsey vonn pics i am #saddened by the courseness of our culture	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Someone's nicked my lunch out the fridge at work!! Roast dinner as well! #fuming	someone's nicked my lunch out the fridge at work roast dinner as well #fuming	0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333
1	1.0	I impress da young white girl next doe by taking out my giant negro thang and usin it to flip da hamburgers for da #KoolQueefTribute&#160;	i impress da young white girl next doe by taking out my giant negro thang and usin it to flip da hamburgers for da #koolqueeftribute&#160	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333
0	1.0	It's such a strange juxtaposition of emotions. A sense of euphoria but a sense of out most despair.	it's such a strange juxtaposition of emotions a sense of euphoria but a sense of out most despair	0.0 0.0 0.0 0.0 0.6667 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 1.0
1	1.0	Went to bed a 1:30, fell asleep after, my niece started crying at 4. I'm dying...	went to bed a 1:30 fell asleep after my niece started crying at 4 i'm dying	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	An absurdist comedy about alienation , separation and loss .	an absurdist comedy about alienation separation and loss	0.0 0.0 0.0 0.0 0.3333 0.6667 0.0 0.6667
1	1.0	...Son of a bitch took my Tic Tacs.  I like this movie.	son of a bitch took my tic tacs i like this movie	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@JusDahl gross, ill stick with my galaxy, it will still receive those nips	@jusdahl gross ill stick with my galaxy it will still receive those nips	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	----- #phobia = irrational fear of or aversion to something. Synonyms: dread, horror, terror, dislike, distaste, aversion BUT not a crime	----- #phobia = irrational fear of or aversion to something synonyms: dread horror terror dislike distaste aversion but not a crime	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	RT @itsDeSha__: when you @ a bitch they never talking bout you all of a sudden &#128514;	rt @itsdesha__: when you @ a bitch they never talking bout you all of a sudden &#128514	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	#IfOnlyPeopleWould not exist. #humanity #life #ignorance #nature #mothernature #sad #disappointment #smh #personal #opinion #views #animals	#ifonlypeoplewould not exist #humanity #life #ignorance #nature #mothernature #sad #disappointment #smh #personal #opinion #views #animals	0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0
1	1.0	@roLLYuP23: No text back? I don't give a fuck, I'll text another bitch damn someone is hurt lol	@rollyup23: no text back i don't give a fuck i'll text another bitch damn someone is hurt lol	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	@annakingradio Is that the new studio kit? I'd be terrified of pressing the wrong button and launching something dangerous!	@annakingradio is that the new studio kit i'd be terrified of pressing the wrong button and launching something dangerous	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333
1	1.0	@realDonaldTrump You've spent more time and energy protecting Michael Flynn than your own son. You're a coward and an awful parent.	@realdonaldtrump you've spent more time and energy protecting michael flynn than your own son you're a coward and an awful parent	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	I am really flattered and happy to hear those complements for my blog! You guys motivates me to write more for my blog. Thank you! sml	i am really flattered and happy to hear those complements for my blog you guys motivates me to write more for my blog thank you sml	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@marcdeacon_ Happy Birthday Marc have a good one! Xx	@marcdeacon_ happy birthday marc have a good one xx	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
